Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015,Rate_per_10000_population,Rate_ratio_NZ_average_rate,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
603400,Pine Hill,3,2450,12,0.2,23,Dunedin,Main ,71,Dunedin City,14,Otago 
528320,Pukete,3,2500,12,0.2,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
599300,Gleniti,3,2530,12,0.2,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
601900,Fairfield,3,2530,12,0.2,23,Dunedin,Main ,71,Dunedin City,14,Otago 
587303,Oaklands West,3,2560,12,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
590505,Westhaven,3,2560,12,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
604612,Andersons Bay,3,2580,12,0.2,23,Dunedin,Main ,71,Dunedin City,14,Otago 
583800,Maitlands,3,2610,11,0.2,21,Nelson,Main ,52,Nelson City,17,Nelson 
566800,Clouston Park,3,2610,11,0.2,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
523105,Golfland,3,2650,11,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
506646,Kaukapakapa Rural,3,2670,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
508120,Bayswater,3,2720,11,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
574800,Karori North,3,2770,11,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
505910,Gulf Harbour,3,2780,11,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
505908,Stanmore Bay East,3,2790,11,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
572200,Discovery,3,2830,11,0.2,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
586120,Woodend,3,2890,10,0.2,278,Woodend,Minor ,59,Waimakariri District,13,Canterbury 
515901,Parnell East,3,2890,10,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
522604,Bucklands Beach South,3,2930,10,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
518202,Mt Eden East,3,2970,10,0.2,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
521601,Howick West,3,2980,10,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
505906,Vipond,3,3000,10,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
549602,Elsthorpe-Flemington,3,3180,9,0.2,502,Rural (Incl.some Off Shore Islands),Rural,32,Central Hawke's Bay District,6,Hawke's Bay 
563701,Waikanae Beach,3,3200,9,0.2,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
527501,Cambridge North,3,3240,9,0.2,7,Cambridge Zone,Main ,17,Waipa District,3,Waikato 
510210,Birkdale North,3,3250,9,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
597860,Tinwald,3,3270,9,0.2,112,Ashburton,Secondary ,63,Ashburton District,13,Canterbury 
551022,Highlands Park,3,3310,9,0.2,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
548832,Havelock North Central,3,3330,9,0.2,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
508412,Witheford,3,3400,9,0.2,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
501633,Waihou Valley-Hupara,3,3510,9,0.2,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
576001,Island Bay West,3,3530,8,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
522711,Pigeon Mountain North,3,3610,8,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
536517,Gravatt,3,3690,8,0.2,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
512000,Titirangi South,3,3700,8,0.2,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
507720,Crown Hill,3,3830,8,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
589900,Avonhead,3,3880,8,0.1,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
587010,Kirwee,3,4080,7,0.1,502,Rural (Incl.some Off Shore Islands),Rural,62,Selwyn District,13,Canterbury 
522730,Half Moon Bay,3,4080,7,0.1,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
506614,Tahekeroa,3,4140,7,0.1,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
515801,Epsom Central,3,4190,7,0.1,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
575600,Brooklyn,3,4260,7,0.1,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
588500,Bishopdale North,3,5010,6,0.1,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
508704,Northcross,3,5060,6,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
537000,Matua,3,5440,6,0.1,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
615102,Inlet-Whangarei Harbour,2,10,2000,38.2,507,Inlet-in TA but not in Urban Area,Rural,2,Whangarei District,1,Northland 
541315,Taupo East,2,10,2000,38.2,103,Taupo,Secondary ,21,Taupo District,3,Waikato 
580445,Marlborough Sounds Coastal Marine,2,30,667,12.7,507,Inlet-in TA but not in Urban Area,Rural,53,Marlborough District,18,Marlborough 
599900,Redruth,2,70,286,5.5,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
541501,Rangipo,2,110,182,3.5,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,3,Waikato 
532400,Ohura,2,140,143,2.7,501,Rural Centre,Rural,36,Ruapehu District,8,Manawatu-Wanganui 
549601,Porangahau,2,200,100,1.9,502,Rural (Incl.some Off Shore Islands),Rural,32,Central Hawke's Bay District,6,Hawke's Bay 
580451,Weld Pass,2,210,95,1.8,502,Rural (Incl.some Off Shore Islands),Rural,53,Marlborough District,18,Marlborough 
545201,Tuai,2,220,91,1.7,501,Rural Centre,Rural,29,Wairoa District,6,Hawke's Bay 
612712,Manapouri,2,240,83,1.6,501,Rural Centre,Rural,73,Southland District,15,Southland 
535211,Mangakaretu,2,240,83,1.6,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
538721,Poets Corner,2,280,71,1.4,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
609028,Lake Hayes,2,310,65,1.2,502,Rural (Incl.some Off Shore Islands),Rural,70,Queenstown-Lakes District,14,Otago 
585313,Fox Glacier,2,320,62,1.2,501,Rural Centre,Rural,57,Westland District,12,West Coast 
584938,Ahaura,2,340,59,1.1,502,Rural (Incl.some Off Shore Islands),Rural,56,Grey District,12,West Coast 
597715,Ashburton East,2,350,57,1.1,112,Ashburton,Secondary ,63,Ashburton District,13,Canterbury 
584402,Karamea,2,350,57,1.1,501,Rural Centre,Rural,55,Buller District,12,West Coast 
531100,Kawhia Community,2,350,57,1.1,501,Rural Centre,Rural,18,Otorohanga District,3,Waikato 
573522,Grenada North,2,370,54,1.0,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
584937,Nelson Creek-Ngahere,2,370,54,1.0,502,Rural (Incl.some Off Shore Islands),Rural,56,Grey District,12,West Coast 
569600,Haywards-Manor Park,2,400,50,1.0,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
558700,Hunterville,2,420,48,0.9,501,Rural Centre,Rural,38,Rangitikei District,8,Manawatu-Wanganui 
550600,Urenui,2,420,48,0.9,501,Rural Centre,Rural,33,New Plymouth District,7,Taranaki 
531500,Piopio,2,430,47,0.9,501,Rural Centre,Rural,20,Waitomo District,3,Waikato 
585504,Culverden,2,440,45,0.9,501,Rural Centre,Rural,58,Hurunui District,13,Canterbury 
598314,Pareora,2,450,44,0.8,501,Rural Centre,Rural,64,Timaru District,13,Canterbury 
585312,Franz Josef,2,500,40,0.8,501,Rural Centre,Rural,57,Westland District,12,West Coast 
580200,Havelock,2,520,38,0.7,501,Rural Centre,Rural,53,Marlborough District,18,Marlborough 
581843,Murchison,2,530,38,0.7,501,Rural Centre,Rural,51,Tasman District,16,Tasman 
521302,Runciman,2,540,37,0.7,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
612500,Tuatapere,2,570,35,0.7,501,Rural Centre,Rural,73,Southland District,15,Southland 
604221,Corstorphine West,2,570,35,0.7,23,Dunedin,Main ,71,Dunedin City,14,Otago 
610052,Oreti Beach,2,580,34,0.7,502,Rural (Incl.some Off Shore Islands),Rural,75,Invercargill City,15,Southland 
545750,Brookvale,2,610,33,0.6,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
585316,Waimea-Arahura,2,670,30,0.6,502,Rural (Incl.some Off Shore Islands),Rural,57,Westland District,12,West Coast 
561812,Longburn,2,680,29,0.6,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
506658,Omaha,2,680,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
545852,Pakipaki,2,690,29,0.6,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
612600,Otautau,2,720,28,0.5,501,Rural Centre,Rural,73,Southland District,15,Southland 
535320,Parkdale,2,720,28,0.5,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
601301,Waihemo,2,750,27,0.5,502,Rural (Incl.some Off Shore Islands),Rural,68,Waitaki District,14,Otago 
602200,Outram,2,760,26,0.5,501,Rural Centre,Rural,71,Dunedin City,14,Otago 
606900,Kaitangata,2,770,26,0.5,501,Rural Centre,Rural,72,Clutha District,14,Otago 
603720,Balmacewen,2,790,25,0.5,23,Dunedin,Main ,71,Dunedin City,14,Otago 
564011,Lake Horowhenua,2,790,25,0.5,107,Levin,Secondary ,42,Horowhenua District,8,Manawatu-Wanganui 
600600,Weston,2,840,24,0.5,114,Oamaru,Secondary ,68,Waitaki District,14,Otago 
535231,Te Poi,2,850,24,0.4,502,Rural (Incl.some Off Shore Islands),Rural,15,Matamata-Piako District,3,Waikato 
527936,Kihikihi Flat,2,870,23,0.4,8,Te Awamutu Zone,Main ,17,Waipa District,3,Waikato 
515432,St Lukes North,2,870,23,0.4,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
586407,Kaiapoi East,2,890,22,0.4,22,Christchurch,Main ,59,Waimakariri District,13,Canterbury 
553900,Normanby,2,900,22,0.4,105,Hawera,Secondary ,35,South Taranaki District,7,Taranaki 
551012,Glen Avon,2,960,21,0.4,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
523819,Mill Road,2,970,21,0.4,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
551021,Carrington,2,980,20,0.4,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
527935,Te Rahu,2,990,20,0.4,8,Te Awamutu Zone,Main ,17,Waipa District,3,Waikato 
526702,Te Akau,2,1010,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
500207,Houhora,2,1010,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
612802,Riverton West,2,1050,19,0.4,299,Riverton,Minor ,73,Southland District,15,Southland 
607501,Teviot,2,1090,18,0.4,502,Rural (Incl.some Off Shore Islands),Rural,69,Central Otago District,14,Otago 
560302,Whakarongo,2,1090,18,0.4,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
535900,Maketu Community,2,1100,18,0.3,501,Rural Centre,Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
508900,Long Bay,2,1110,18,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
608000,Maniototo,2,1120,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural,69,Central Otago District,14,Otago 
560412,Maewa,2,1150,17,0.3,106,Feilding,Secondary ,39,Manawatu District,8,Manawatu-Wanganui 
560000,Pohangina,2,1160,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural,39,Manawatu District,8,Manawatu-Wanganui 
521111,Paerata-Cape Hill,2,1170,17,0.3,101,Pukekohe,Secondary ,76,Auckland,2,Auckland 
506003,Silverdale South,2,1190,17,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
580449,Rapaura,2,1240,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural,53,Marlborough District,18,Marlborough 
554900,Tangiwai,2,1280,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural,36,Ruapehu District,8,Manawatu-Wanganui 
538602,Ngongotaha South,2,1300,15,0.3,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
597513,Rolleston South East,2,1320,15,0.3,300,Rolleston,Minor ,62,Selwyn District,13,Canterbury 
612730,Te Waewae,2,1330,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
533400,Tairua,2,1330,15,0.3,224,Tairua,Minor ,11,Thames-Coromandel District,3,Waikato 
545841,Maraekakaho,2,1340,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural,30,Hastings District,6,Hawke's Bay 
598320,Pleasant Point,2,1350,15,0.3,284,Pleasant Point,Minor ,64,Timaru District,13,Canterbury 
569001,Woburn North,2,1350,15,0.3,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
531001,Te Awamutu West,2,1370,15,0.3,8,Te Awamutu Zone,Main ,17,Waipa District,3,Waikato 
501819,Bream Head,2,1430,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,2,Whangarei District,1,Northland 
591200,Rapaki Track,2,1460,14,0.3,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
559700,Kiwitea,2,1460,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural,39,Manawatu District,8,Manawatu-Wanganui 
602000,Brighton,2,1470,14,0.3,23,Dunedin,Main ,71,Dunedin City,14,Otago 
503400,Maunu,2,1480,14,0.3,1,Whangarei,Main ,2,Whangarei District,1,Northland 
557900,Durie Hill,2,1500,13,0.3,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
596502,Diamond Harbour,2,1570,13,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
527134,Swayne,2,1610,12,0.2,7,Cambridge Zone,Main ,17,Waipa District,3,Waikato 
606220,East Taieri,2,1630,12,0.2,23,Dunedin,Main ,71,Dunedin City,14,Otago 
563102,Hokowhitu Lagoon,2,1640,12,0.2,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
532501,Ngapuke,2,1640,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,36,Ruapehu District,8,Manawatu-Wanganui 
541710,Nukuhau,2,1640,12,0.2,103,Taupo,Secondary ,21,Taupo District,3,Waikato 
551600,Upper Westown,2,1670,12,0.2,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
538850,Ngakuru,2,1710,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural,24,Rotorua District,3,Waikato 
578402,Whareama,2,1740,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural,48,Masterton District,9,Wellington 
566200,Paekakariki,2,1750,11,0.2,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
504502,Maungaru,2,1800,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural,3,Kaipara District,1,Northland 
579502,Te Wharau,2,1830,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural,49,Carterton District,9,Wellington 
545730,Clive,2,1850,11,0.2,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
540100,Kawaha Point,2,1870,11,0.2,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
581822,Brightwater,2,1910,10,0.2,271,Brightwater,Minor ,51,Tasman District,16,Tasman 
597830,Netherby,2,1940,10,0.2,112,Ashburton,Secondary ,63,Ashburton District,13,Canterbury 
531301,Otorohanga Rural West,2,1980,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural,18,Otorohanga District,3,Waikato 
610051,Waianiwa,2,2010,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
587849,Trents-Ladbrooks,2,2020,10,0.2,22,Christchurch,Main ,62,Selwyn District,13,Canterbury 
541750,Waipahihi,2,2020,10,0.2,103,Taupo,Secondary ,21,Taupo District,3,Waikato 
559220,Pohonui-Porewa,2,2090,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural,38,Rangitikei District,8,Manawatu-Wanganui 
574702,Wilton,2,2140,9,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
569301,Normandale,2,2140,9,0.2,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
557200,St Johns Hill,2,2230,9,0.2,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
575800,Kingston-Mornington,2,2300,9,0.2,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
563703,Waikanae East,2,2300,9,0.2,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
527004,Matangi,2,2340,9,0.2,6,Hamilton Zone,Main ,13,Waikato District,3,Waikato 
523202,Turanga,2,2350,9,0.2,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
583100,Tahuna Hills,2,2400,8,0.2,21,Nelson,Main ,52,Nelson City,17,Nelson 
587302,Halswell South,2,2460,8,0.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
608304,Hawea,2,2480,8,0.2,502,Rural (Incl.some Off Shore Islands),Rural,70,Queenstown-Lakes District,14,Otago 
521153,Otaua,2,2520,8,0.2,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
595500,Beckenham,2,2560,8,0.1,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
533901,Hauraki Plains,2,2610,8,0.1,502,Rural (Incl.some Off Shore Islands),Rural,12,Hauraki District,3,Waikato 
572100,Paremata-Postgate,2,2650,8,0.1,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
577301,Miramar North,2,2650,8,0.1,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
501620,Pokere-Waihaha,2,2650,8,0.1,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
574304,Rangoon Heights,2,2660,8,0.1,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
609922,Otatara,2,2680,7,0.1,24,Invercargill,Main ,75,Invercargill City,15,Southland 
505807,Red Beach West,2,2730,7,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
582100,Atawhai,2,2790,7,0.1,21,Nelson,Main ,52,Nelson City,17,Nelson 
536000,Omokoroa,2,2790,7,0.1,9,Tauranga,Main ,22,Western Bay of Plenty District,4,Bay of Plenty 
546801,Hospital Hill,2,2810,7,0.1,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
527005,Sylvester,2,2850,7,0.1,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
501614,Kapiro,2,2870,7,0.1,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
527502,Cambridge West,2,2880,7,0.1,7,Cambridge Zone,Main ,17,Waipa District,3,Waikato 
528505,Brymer,2,2930,7,0.1,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
585803,Leithfield,2,3080,6,0.1,502,Rural (Incl.some Off Shore Islands),Rural,58,Hurunui District,13,Canterbury 
551112,Kaitake,2,3110,6,0.1,502,Rural (Incl.some Off Shore Islands),Rural,33,New Plymouth District,7,Taranaki 
512902,Otimai,2,3170,6,0.1,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
610900,Windsor,2,3190,6,0.1,24,Invercargill,Main ,75,Invercargill City,15,Southland 
580446,Marlborough Sounds Terrestrial,2,3300,6,0.1,502,Rural (Incl.some Off Shore Islands),Rural,53,Marlborough District,18,Marlborough 
583700,Enner Glynn,2,3380,6,0.1,21,Nelson,Main ,52,Nelson City,17,Nelson 
588800,Russley,2,3400,6,0.1,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
527008,Rototuna,2,3440,6,0.1,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
516601,Kohimarama West,2,3690,5,0.1,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
576100,Melrose-Houghton Bay-Southgate,2,3760,5,0.1,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
574600,Wadestown,2,3830,5,0.1,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
519720,Onehunga North East,2,3920,5,0.1,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
519001,Waikowhai West,2,4000,5,0.1,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
527006,Flagstaff,2,4160,5,0.1,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
510402,Chelsea,2,4230,5,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
526601,Waikato Western Hills,2,4300,5,0.1,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
522712,Murvale,2,4400,5,0.1,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
581260,Witherlea,2,5090,4,0.1,26,Blenheim,Main ,53,Marlborough District,18,Marlborough 
521502,Cockle Bay,2,5190,4,0.1,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
506903,Torbay,2,5330,4,0.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
527131,Tamahere-Tauwhare,2,6110,3,0.1,6,Hamilton Zone,Main ,13,Waikato District,3,Waikato 
514600,Avondale South,2,6110,3,0.1,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
617501,Oceanic-Auckland Region East,1,10,1000,19.1,510,Oceanic-in Region but not in TA,Rural,76,Auckland,2,Auckland 
574303,Ngauranga West,1,10,1000,19.1,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
522605,Half Moon Bay Marina,1,10,1000,19.1,507,Inlet-in TA but not in Urban Area,Rural,76,Auckland,2,Auckland 
501613,Bay of Islands,1,10,1000,19.1,507,Inlet-in TA but not in Urban Area,Rural,1,Far North District,1,Northland 
617703,Tamaki Strait,1,20,500,9.6,506,Inlet-not in TA,Rural,76,Auckland,2,Auckland 
574002,Ngauranga East,1,40,250,4.8,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
541503,Taharua,1,60,167,3.2,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,6,Hawke's Bay 
584934,Greymouth Rural,1,80,125,2.4,502,Rural (Incl.some Off Shore Islands),Rural,56,Grey District,12,West Coast 
606500,Benhar,1,100,100,1.9,502,Rural (Incl.some Off Shore Islands),Rural,72,Clutha District,14,Otago 
559240,Koitiata,1,110,91,1.7,502,Rural (Incl.some Off Shore Islands),Rural,38,Rangitikei District,8,Manawatu-Wanganui 
609011,Milford,1,120,83,1.6,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
609400,Balfour Community,1,120,83,1.6,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
527917,Te Rapa North,1,150,67,1.3,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
541342,Rangitaiki,1,150,67,1.3,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,4,Bay of Plenty 
617901,Inlet-Waitemata Harbour,1,170,59,1.1,506,Inlet-not in TA,Rural,76,Auckland,2,Auckland 
574500,Kaiwharawhara,1,170,59,1.1,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
506202,Orewa West,1,180,56,1.1,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
532300,Owhango,1,190,53,1.0,502,Rural (Incl.some Off Shore Islands),Rural,36,Ruapehu District,8,Manawatu-Wanganui 
527124,Newstead,1,220,45,0.9,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
607100,Kaka Point,1,230,43,0.8,502,Rural (Incl.some Off Shore Islands),Rural,72,Clutha District,14,Otago 
585314,Taramakau,1,250,40,0.8,502,Rural (Incl.some Off Shore Islands),Rural,57,Westland District,12,West Coast 
535212,Kinleith,1,250,40,0.8,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
545303,Nuhaka,1,250,40,0.8,501,Rural Centre,Rural,29,Wairoa District,6,Hawke's Bay 
598000,Winchester,1,260,38,0.7,502,Rural (Incl.some Off Shore Islands),Rural,64,Timaru District,13,Canterbury 
584939,Lake Brunner,1,270,37,0.7,502,Rural (Incl.some Off Shore Islands),Rural,56,Grey District,12,West Coast 
585505,Waiau,1,280,36,0.7,501,Rural Centre,Rural,58,Hurunui District,13,Canterbury 
502500,Western Hills,1,280,36,0.7,1,Whangarei,Main ,2,Whangarei District,1,Northland 
611900,Tisbury,1,290,34,0.7,24,Invercargill,Main ,75,Invercargill City,15,Southland 
585309,Ross,1,290,34,0.7,501,Rural Centre,Rural,57,Westland District,12,West Coast 
600827,Omarama,1,300,33,0.6,501,Rural Centre,Rural,68,Waitaki District,13,Canterbury 
542904,Oponae,1,300,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural,27,Opotiki District,4,Bay of Plenty 
612200,Nightcaps,1,310,32,0.6,501,Rural Centre,Rural,73,Southland District,15,Southland 
506659,Matakana,1,310,32,0.6,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
585321,Whataroa,1,320,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural,57,Westland District,12,West Coast 
561410,Rakiraki,1,330,30,0.6,106,Feilding,Secondary ,39,Manawatu District,8,Manawatu-Wanganui 
609911,Makarewa North,1,340,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural,73,Southland District,15,Southland 
545912,Puketitiri,1,360,28,0.5,502,Rural (Incl.some Off Shore Islands),Rural,30,Hastings District,6,Hawke's Bay 
545831,Waiohiki,1,360,28,0.5,12,Napier Zone,Main ,30,Hastings District,6,Hawke's Bay 
573511,Glenside North,1,370,27,0.5,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
584702,Mawheraiti,1,370,27,0.5,502,Rural (Incl.some Off Shore Islands),Rural,55,Buller District,12,West Coast 
500100,Awanui,1,370,27,0.5,501,Rural Centre,Rural,1,Far North District,1,Northland 
609500,Riversdale Community,1,380,26,0.5,501,Rural Centre,Rural,73,Southland District,15,Southland 
585602,Cheviot,1,390,26,0.5,501,Rural Centre,Rural,58,Hurunui District,13,Canterbury 
600320,Lake Tekapo,1,400,25,0.5,501,Rural Centre,Rural,65,Mackenzie District,13,Canterbury 
521203,Bremner,1,400,25,0.5,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
531710,Mahoenui,1,410,24,0.5,502,Rural (Incl.some Off Shore Islands),Rural,20,Waitomo District,3,Waikato 
609600,Lumsden Community,1,420,24,0.5,501,Rural Centre,Rural,73,Southland District,15,Southland 
607700,Lawrence,1,440,23,0.4,501,Rural Centre,Rural,72,Clutha District,14,Otago 
538842,Reporoa,1,450,22,0.4,501,Rural Centre,Rural,24,Rotorua District,3,Waikato 
604901,Taiaroa-Cape Saunders,1,470,21,0.4,23,Dunedin,Main ,71,Dunedin City,14,Otago 
609035,Jacks Point,1,470,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural,70,Queenstown-Lakes District,14,Otago 
527112,Taupiri Community,1,470,21,0.4,6,Hamilton Zone,Main ,13,Waikato District,3,Waikato 
500700,Omapere and Opononi,1,470,21,0.4,501,Rural Centre,Rural,1,Far North District,1,Northland 
580432,Riverlands,1,480,21,0.4,26,Blenheim,Main ,53,Marlborough District,18,Marlborough 
545761,Irongate,1,490,20,0.4,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
579400,Waingawa,1,510,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural,49,Carterton District,9,Wellington 
