Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015,Rate_per_10000_population,Rate_ratio_NZ_average_rate,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
547001,Tamatea North,16,2600,62,1.2,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
595100,Hoon Hay,16,3050,52,1.0,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
565300,Homedale East,16,3070,52,1.0,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
596400,Lyttelton,16,3090,52,1.0,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
518802,Wesley,16,3290,49,0.9,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
562910,Awapuni North,16,3510,46,0.9,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
523402,Otara West,16,3580,45,0.9,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
564800,Glendale,16,3970,40,0.8,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
515700,Epsom North,16,4030,40,0.8,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
502101,Kamo West,16,4040,40,0.8,1,Whangarei,Main ,2,Whangarei District,1,Northland 
584303,Motueka East,16,4140,39,0.7,273,Motueka,Minor ,51,Tasman District,16,Tasman 
597812,Allenton East,16,4360,37,0.7,112,Ashburton,Secondary ,63,Ashburton District,13,Canterbury 
573200,Aro Street-Nairn Street,16,4390,36,0.7,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
528601,Dinsdale North,16,4420,36,0.7,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
563101,Hokowhitu West,16,4460,36,0.7,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
505500,Warkworth,16,4490,36,0.7,211,Warkworth,Minor ,76,Auckland,2,Auckland 
520401,Ferndale,16,4960,32,0.6,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
536832,Te Maunga,16,5060,32,0.6,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
518201,Balmoral,16,5990,27,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
517800,Mt Albert Central,16,6220,26,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
512500,Mcleod,16,6730,24,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
525102,Wattle Farm,16,8010,20,0.4,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
524402,Mangere Station,15,190,789,15.1,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
527925,Tokanui,15,470,319,6.1,8,Te Awamutu Zone,Main ,17,Waipa District,3,Waikato 
546200,Ahuriri,15,1080,139,2.7,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
533100,Coromandel,15,1610,93,1.8,222,Coromandel,Minor ,11,Thames-Coromandel District,3,Waikato 
544001,Wharekaka,15,1860,81,1.5,502,Rural (Incl.some Off Shore Islands),Rural,28,Gisborne District,5,Gisborne 
586308,Rangiora Central,15,2040,74,1.4,116,Rangiora,Secondary ,59,Waimakariri District,13,Canterbury 
567600,Brentwood,15,2190,68,1.3,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
611001,Waverley-Glengarry,15,2460,61,1.2,24,Invercargill,Main ,75,Invercargill City,15,Southland 
578901,Solway North,15,2480,60,1.2,109,Masterton,Secondary ,48,Masterton District,9,Wellington 
558300,Fordell-Kakatahi,15,2500,60,1.1,502,Rural (Incl.some Off Shore Islands),Rural,37,Wanganui District,8,Manawatu-Wanganui 
565100,Arakura,15,2570,58,1.1,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
593800,Bexley,15,2590,58,1.1,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
517201,St Johns,15,2910,52,1.0,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
511302,New Lynn South,15,3060,49,0.9,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
524821,Clendon North,15,3260,46,0.9,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
525540,Pahurehure,15,3330,45,0.9,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
604110,Mornington,15,3390,44,0.8,23,Dunedin,Main ,71,Dunedin City,14,Otago 
603601,North Dunedin,15,3610,42,0.8,23,Dunedin,Main ,71,Dunedin City,14,Otago 
571300,Cannons Creek East,15,3870,39,0.7,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
516002,Remuera South,15,4240,35,0.7,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
512100,Green Bay,15,4490,33,0.6,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
516003,Abbotts Park,15,4640,32,0.6,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
522920,Edgewater,15,4700,32,0.6,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
513521,West Harbour,15,5320,28,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
529300,Glenview,15,5730,26,0.5,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
510010,Beachhaven North,15,5960,25,0.5,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
584202,Richmond West,15,6600,23,0.4,21,Nelson,Main ,51,Tasman District,16,Tasman 
523820,Redoubt South,15,6990,21,0.4,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
557000,Spriggens Park,14,310,452,8.6,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
597820,Ashburton Central West,14,1050,133,2.5,112,Ashburton,Secondary ,63,Ashburton District,13,Canterbury 
501500,Moerewa,14,1570,89,1.7,207,Moerewa,Minor ,1,Far North District,1,Northland 
568900,Moera,14,1590,88,1.7,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
561820,Linton Military Camp,14,1660,84,1.6,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
515003,Point Chevalier South,14,1790,78,1.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
535310,Paraonui,14,1830,77,1.5,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
606800,Milton,14,1960,71,1.4,289,Milton,Minor ,72,Clutha District,14,Otago 
535330,Matarawa,14,2080,67,1.3,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
568102,Holborn,14,2140,65,1.3,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
551502,Spotswood,14,2170,65,1.2,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
535370,Strathmore,14,2180,64,1.2,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
553102,Stratford East,14,2270,62,1.2,249,Stratford,Minor ,34,Stratford District,7,Taranaki 
512903,Parrs Park West,14,2320,60,1.2,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
513211,Urlich,14,2570,54,1.0,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
537400,Judea,14,2600,54,1.0,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
572000,Mana-Camborne,14,2650,53,1.0,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
525700,Red Hill,14,2730,51,1.0,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
534901,Morrinsville West,14,2750,51,1.0,231,Morrinsville,Minor ,15,Matamata-Piako District,3,Waikato 
513800,Karekare,14,2760,51,1.0,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
581220,Mayfield,14,2860,49,0.9,26,Blenheim,Main ,53,Marlborough District,18,Marlborough 
537100,Bellevue,14,3760,37,0.7,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
538303,Welcome Bay East,14,4160,34,0.6,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
598600,Temuka,14,4290,33,0.6,286,Temuka,Minor ,64,Timaru District,13,Canterbury 
535800,Katikati Community,14,4410,32,0.6,234,Katikati Community,Minor ,22,Western Bay of Plenty District,4,Bay of Plenty 
547300,Taradale South,14,5580,25,0.5,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
562100,Milson,14,5800,24,0.5,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
518600,Royal Oak,14,6120,23,0.4,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
556700,Wanganui Collegiate,13,1180,110,2.1,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
503000,Vinetown,13,1640,79,1.5,1,Whangarei,Main ,2,Whangarei District,1,Northland 
585110,Cobden,13,1670,78,1.5,111,Greymouth,Secondary ,56,Grey District,12,West Coast 
535340,Stanley Park,13,2150,60,1.2,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
524712,Homai West,13,2330,56,1.1,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
580000,Featherston,13,2360,55,1.1,266,Featherston,Minor ,50,South Wairarapa District,9,Wellington 
611602,Strathern,13,2480,52,1.0,24,Invercargill,Main ,75,Invercargill City,15,Southland 
568402,Boulcott,13,2570,51,1.0,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
531200,Otorohanga,13,2640,49,0.9,218,Otorohanga,Minor ,18,Otorohanga District,3,Waikato 
562402,Papaeoia,13,2800,46,0.9,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
590200,Wharenui,13,2870,45,0.9,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
519300,One Tree Hill Central,13,2900,45,0.9,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
560730,Feilding Central,13,2910,45,0.9,106,Feilding,Secondary ,39,Manawatu District,8,Manawatu-Wanganui 
582402,Washington,13,3100,42,0.8,21,Nelson,Main ,52,Nelson City,17,Nelson 
606700,Bruce,13,3210,40,0.8,502,Rural (Incl.some Off Shore Islands),Rural,72,Clutha District,14,Otago 
570600,Titahi Bay South,13,3680,35,0.7,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
567800,Heretaunga-Silverstream,13,3760,35,0.7,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
581601,Golden Bay,13,3880,34,0.6,502,Rural (Incl.some Off Shore Islands),Rural,51,Tasman District,16,Tasman 
522910,Pakuranga Central,13,3900,33,0.6,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
505808,Red Beach East,13,4140,31,0.6,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
513632,Waimumu South,13,4360,30,0.6,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
536514,Bethlehem,13,4540,29,0.5,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
534902,Morrinsville East,13,4740,27,0.5,231,Morrinsville,Minor ,15,Matamata-Piako District,3,Waikato 
511601,Glendene North,13,4900,27,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
519200,Mt St John,13,5210,25,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
519002,Waikowhai East,13,5230,25,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
546400,Onekawa West,12,300,400,7.6,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
604420,Forbury,12,970,124,2.4,23,Dunedin,Main ,71,Dunedin City,14,Otago 
555100,Raetihi,12,1080,111,2.1,255,Raetihi,Minor ,36,Ruapehu District,8,Manawatu-Wanganui 
554700,Patea,12,1150,104,2.0,253,Patea,Minor ,35,South Taranaki District,7,Taranaki 
526900,Te Kauwhata,12,1630,74,1.4,304,Te Kauwhata,Minor ,13,Waikato District,3,Waikato 
505602,Huapai,12,1740,69,1.3,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
500203,Taipa Bay-Mangonui,12,1840,65,1.2,201,Taipa Bay-Mangonui,Minor ,1,Far North District,1,Northland 
593300,Richmond South,12,1990,60,1.2,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
589000,Wairarapa,12,2010,60,1.1,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
586403,Kaiapoi South,12,2170,55,1.1,22,Christchurch,Main ,59,Waimakariri District,13,Canterbury 
541335,Oruanui,12,2390,50,1.0,502,Rural (Incl.some Off Shore Islands),Rural,21,Taupo District,3,Waikato 
594100,Woolston South,12,2550,47,0.9,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
501634,Ngapuhi-Kaikou,12,2640,45,0.9,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
513512,Royal Road West,12,3060,39,0.7,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
520302,Mt Wellington West,12,3090,39,0.7,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
535501,Matamata North,12,3110,39,0.7,232,Matamata,Minor ,15,Matamata-Piako District,3,Waikato 
538501,Te Puke West,12,3180,38,0.7,235,Te Puke Community,Minor ,22,Western Bay of Plenty District,4,Bay of Plenty 
535360,Aotea,12,3180,38,0.7,102,Tokoroa,Secondary ,19,South Waikato District,3,Waikato 
594300,Opawa,12,3250,37,0.7,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
611601,Heidelberg,12,3430,35,0.7,24,Invercargill,Main ,75,Invercargill City,15,Southland 
603930,Brockville,12,3430,35,0.7,23,Dunedin,Main ,71,Dunedin City,14,Otago 
599100,Highfield,12,3490,34,0.7,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
516201,Orakei South,12,3840,31,0.6,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
508807,North Harbour East,12,4160,29,0.6,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
560710,Feilding North,12,4280,28,0.5,106,Feilding,Secondary ,39,Manawatu District,8,Manawatu-Wanganui 
509800,Northcote South,12,4570,26,0.5,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
522722,Highland Park,12,4600,26,0.5,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
511002,Woodglen,12,4920,24,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
512202,Durham Green,12,4940,24,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
590602,Parklands,12,5050,24,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
565903,Paraparaumu Beach South,12,5070,24,0.5,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
507800,Lake Pupuke,12,5650,21,0.4,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
508803,Unsworth Heights,12,6110,20,0.4,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
564400,Otaki,12,6120,20,0.4,262,Otaki,Minor ,43,Kapiti Coast District,9,Wellington 
547100,Greenmeadows,12,6730,18,0.3,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
538863,Waiwhero,11,700,157,3.0,502,Rural (Incl.some Off Shore Islands),Rural,24,Rotorua District,4,Bay of Plenty 
594500,Waltham,11,1140,96,1.8,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
546300,Onekawa Central,11,1380,80,1.5,12,Napier Zone,Main ,31,Napier City,6,Hawke's Bay 
599800,Timaru Gardens,11,1590,69,1.3,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
529501,Porritt,11,1940,57,1.1,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
553601,Eltham,11,2010,55,1.0,251,Eltham,Minor ,35,South Taranaki District,7,Taranaki 
557700,Kowhai Park,11,2130,52,1.0,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
521131,Pokeno,11,2130,52,1.0,502,Rural (Incl.some Off Shore Islands),Rural,13,Waikato District,3,Waikato 
576200,Berhampore West,11,2610,42,0.8,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
568201,Taita North,11,2750,40,0.8,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
542906,Waiotahi,11,2800,39,0.8,502,Rural (Incl.some Off Shore Islands),Rural,27,Opotiki District,4,Bay of Plenty 
571600,Ascot Park,11,2830,39,0.7,19,Porirua Zone,Main ,44,Porirua City,9,Wellington 
530800,Riverlea,11,2830,39,0.7,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
587812,Broomfield,11,2900,38,0.7,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
597850,Hampstead,11,2930,38,0.7,112,Ashburton,Secondary ,63,Ashburton District,13,Canterbury 
506661,Cape Rodney South,11,3070,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural,76,Auckland,2,Auckland 
585400,Hokitika Urban,11,3080,36,0.7,276,Hokitika,Minor ,57,Westland District,12,West Coast 
513013,McLaren Park,11,3170,35,0.7,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
548100,Parkvale,11,3250,34,0.6,13,Hastings Zone,Main ,30,Hastings District,6,Hawke's Bay 
534200,Ohinemuri,11,3290,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural,12,Hauraki District,3,Waikato 
528504,Grandview,11,3440,32,0.6,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
601010,Oamaru North,11,3480,32,0.6,114,Oamaru,Secondary ,68,Waitaki District,14,Otago 
508620,Sunnybrae,11,3510,31,0.6,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
565901,Paraparaumu Beach North,11,3690,30,0.6,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
544500,Whataupoko,11,3960,28,0.5,11,Gisborne,Main ,28,Gisborne District,5,Gisborne 
552100,Fitzroy,11,3980,28,0.5,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
568602,Waterloo East,11,4370,25,0.5,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
517903,Owairaka East,11,4670,24,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
598312,Orari,11,4800,23,0.4,502,Rural (Incl.some Off Shore Islands),Rural,64,Timaru District,13,Canterbury 
603300,North East Valley,11,4900,22,0.4,23,Dunedin,Main ,71,Dunedin City,14,Otago 
597200,Lincoln,11,4910,22,0.4,282,Lincoln,Minor ,62,Selwyn District,13,Canterbury 
517600,St Lukes,11,5290,21,0.4,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
550901,Bell Block,11,5610,20,0.4,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
505010,Rehia-Oneriri,11,5870,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural,3,Kaipara District,1,Northland 
516900,Glen Innes North,11,6450,17,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
514700,Blockhouse Bay,11,6660,17,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
521602,Howick Central,11,6880,16,0.3,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
504700,Maungaturoto,10,860,116,2.2,501,Rural Centre,Rural,3,Kaipara District,1,Northland 
555000,Ohakune,10,1080,93,1.8,254,Ohakune,Minor ,36,Ruapehu District,8,Manawatu-Wanganui 
513101,Swanson,10,1360,74,1.4,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
557300,Lower Aramoho,10,1790,56,1.1,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
582800,Bronte,10,1860,54,1.0,21,Nelson,Main ,52,Nelson City,17,Nelson 
612100,Bluff,10,1870,53,1.0,297,Bluff,Minor ,75,Invercargill City,15,Southland 
552200,Welbourn,10,1960,51,1.0,14,New Plymouth,Main ,33,New Plymouth District,7,Taranaki 
540200,Koutu,10,1990,50,1.0,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
565000,Fernlea,10,2010,50,1.0,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
508805,Windsor Park,10,2030,49,0.9,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
557400,Upper Aramoho,10,2050,49,0.9,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
555700,Castlecliff North,10,2080,48,0.9,15,Wanganui,Main ,37,Wanganui District,8,Manawatu-Wanganui 
544701,Kaiti North,10,2170,46,0.9,11,Gisborne,Main ,28,Gisborne District,5,Gisborne 
567300,Wallaceville,10,2200,45,0.9,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
543301,East Cape,10,2630,38,0.7,502,Rural (Incl.some Off Shore Islands),Rural,28,Gisborne District,5,Gisborne 
568702,Waiwhetu South,10,2670,37,0.7,18,Lower Hutt Zone,Main ,46,Lower Hutt City,9,Wellington 
588300,Casebrook,10,2730,37,0.7,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
538820,Tikitere,10,2770,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural,24,Rotorua District,4,Bay of Plenty 
524404,Favona North,10,2820,35,0.7,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
500802,Hokianga South,10,2830,35,0.7,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
588102,Redwood South,10,3080,32,0.6,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
578902,Solway South,10,3170,32,0.6,109,Masterton,Secondary ,48,Masterton District,9,Wellington 
564021,Mangaore-Manakau,10,3300,30,0.6,502,Rural (Incl.some Off Shore Islands),Rural,42,Horowhenua District,8,Manawatu-Wanganui 
576903,Kilbirnie West-Hataitai South,10,3390,29,0.6,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
511001,Tangutu,10,3410,29,0.6,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
515202,St Marys,10,3480,29,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
552800,Inglewood,10,3490,29,0.5,248,Inglewood,Minor ,33,New Plymouth District,7,Taranaki 
590603,Waimairi Beach,10,3520,28,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
611800,Kingswell-Clifton,10,3570,28,0.5,24,Invercargill,Main ,75,Invercargill City,15,Southland 
536201,Papamoa Beach East,10,3740,27,0.5,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
566102,Raumati South,10,3750,27,0.5,25,Kapiti,Main ,43,Kapiti Coast District,9,Wellington 
538302,Welcome Bay West,10,3800,26,0.5,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
515001,Point Chevalier West,10,3840,26,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
596200,Sumner,10,3870,26,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
515410,Grey Lynn West,10,3870,26,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
506631,Snells Beach,10,3890,26,0.5,212,Snells Beach,Minor ,76,Auckland,2,Auckland 
598900,Marchwiel,10,4010,25,0.5,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
530700,Hillcrest West,10,4030,25,0.5,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
562720,Westbrook,10,4270,23,0.4,16,Palmerston North,Main ,40,Palmerston North City,8,Manawatu-Wanganui 
594400,St Martins,10,4420,23,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
564240,Levin East,10,4520,22,0.4,107,Levin,Secondary ,42,Horowhenua District,8,Manawatu-Wanganui 
590400,Belfast,10,4580,22,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
500202,Karikari Peninsula-Maungataniwha,10,4710,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural,1,Far North District,1,Northland 
590000,Ilam,10,5450,18,0.4,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
523000,Pakuranga East,10,5640,18,0.3,5,Southern Auckland Zone,Main ,76,Auckland,2,Auckland 
519400,One Tree Hill East,10,6180,16,0.3,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
505902,Manly,10,7160,14,0.3,2,Northern Auckland Zone,Main ,76,Auckland,2,Auckland 
585502,Hanmer Springs,9,900,100,1.9,501,Rural Centre,Rural,58,Hurunui District,13,Canterbury 
599000,Maori Park,9,1050,86,1.6,113,Timaru,Secondary ,64,Timaru District,13,Canterbury 
543901,Makaraka,9,1300,69,1.3,11,Gisborne,Main ,28,Gisborne District,5,Gisborne 
605500,St Kilda Central,9,1770,51,1.0,23,Dunedin,Main ,71,Dunedin City,14,Otago 
501816,Waipu,9,1820,49,0.9,502,Rural (Incl.some Off Shore Islands),Rural,2,Whangarei District,1,Northland 
502900,Woodhill,9,1840,49,0.9,1,Whangarei,Main ,2,Whangarei District,1,Northland 
608700,Frankton,9,1980,45,0.9,117,Queenstown,Secondary ,70,Queenstown-Lakes District,14,Otago 
539500,Sunnybrook,9,2000,45,0.9,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
605920,Concord,9,2060,44,0.8,23,Dunedin,Main ,71,Dunedin City,14,Otago 
540510,Glenholme East,9,2180,41,0.8,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
550101,Dannevirke West,9,2190,41,0.8,245,Dannevirke,Minor ,41,Tararua District,8,Manawatu-Wanganui 
536653,Rangiuru,9,2220,41,0.8,502,Rural (Incl.some Off Shore Islands),Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
567000,Ebdentown,9,2250,40,0.8,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
520202,Ellerslie South,9,2280,39,0.8,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
504100,Onerahi,9,2350,38,0.7,1,Whangarei,Main ,2,Whangarei District,1,Northland 
588700,Bishopdale,9,2600,35,0.7,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
605600,St Kilda East,9,2720,33,0.6,23,Dunedin,Main ,71,Dunedin City,14,Otago 
536654,Pongakawa,9,2780,32,0.6,502,Rural (Incl.some Off Shore Islands),Rural,22,Western Bay of Plenty District,4,Bay of Plenty 
530600,Silverdale,9,2840,32,0.6,6,Hamilton Zone,Main ,16,Hamilton City,3,Waikato 
611100,Richmond,9,2910,31,0.6,24,Invercargill,Main ,75,Invercargill City,15,Southland 
539320,Pukehangi South,9,2950,31,0.6,10,Rotorua,Main ,24,Rotorua District,4,Bay of Plenty 
567700,Trentham North,9,2960,30,0.6,17,Upper Hutt Zone,Main ,45,Upper Hutt City,9,Wellington 
582300,The Wood,9,3010,30,0.6,21,Nelson,Main ,52,Nelson City,17,Nelson 
601040,Oamaru South,9,3050,30,0.6,114,Oamaru,Secondary ,68,Waitaki District,14,Otago 
504501,Kaipara Coastal,9,3180,28,0.5,502,Rural (Incl.some Off Shore Islands),Rural,3,Kaipara District,1,Northland 
513214,Ranui South,9,3330,27,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
588402,Sawyers Arms,9,3410,26,0.5,22,Christchurch,Main ,60,Christchurch City,13,Canterbury 
584000,Langbein,9,3440,26,0.5,21,Nelson,Main ,52,Nelson City,17,Nelson 
514900,Waterview,9,3660,25,0.5,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
512401,Edmonton,9,3720,24,0.5,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
577102,Strathmore Park,9,3940,23,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
575300,Kelburn,9,4010,22,0.4,20,Wellington Zone,Main ,47,Wellington City,9,Wellington 
537201,Otumoetai North,9,4010,22,0.4,9,Tauranga,Main ,23,Tauranga City,4,Bay of Plenty 
519810,Onehunga South West,9,4160,22,0.4,4,Central Auckland Zone,Main ,76,Auckland,2,Auckland 
512402,Wakeling,9,4180,22,0.4,3,Western Auckland Zone,Main ,76,Auckland,2,Auckland 
